route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
17,26JN29-CPBlock-Sunday-13,29925218,17 S Hurontario To City Centre,,1,2841196,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925219,17 S Hurontario To City Centre,,1,2841197,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925220,17 S Hurontario To City Centre,,1,2841195,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925221,17 S Hurontario To City Centre,,1,2841180,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925222,17 S Hurontario To City Centre,,1,2841174,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925223,17 S Hurontario To City Centre,,1,2841197,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925224,17 S Hurontario To City Centre,,1,2841175,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925225,17 S Hurontario To City Centre,,1,2841180,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925226,17 S Hurontario To City Centre,,1,2841174,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925227,17 S Hurontario To City Centre,,1,2841197,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925228,17 S Hurontario To City Centre,,1,2841175,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925229,17 S Hurontario To City Centre,,1,2841180,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925230,17 S Hurontario To City Centre,,1,2841174,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925231,17 S Hurontario To City Centre,,1,2841197,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925232,17 S Hurontario To City Centre,,1,2841175,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925233,17 S Hurontario To City Centre,,1,2841174,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925234,17 S Hurontario To City Centre,,1,2841175,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925235,17 S Hurontario To City Centre,,1,2841174,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925236,17 S Hurontario To City Centre,,1,2841175,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925237,17 S Hurontario To City Centre,,1,2841174,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925238,17 S Hurontario To City Centre,,1,2841175,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925239,17 S Hurontario To City Centre,,1,2841174,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925240,17 S Hurontario To City Centre,,1,2841175,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925241,17 S Hurontario To City Centre,,1,2841174,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925242,17 N Hurontario To 407 Park & Ride,,0,2841180,170034,1,1
17,26JN29-CPBlock-Sunday-13,29925243,17 N Hurontario To 407 Park & Ride,,0,2841196,170034,1,1
17,26JN29-CPBlock-Sunday-13,29925244,17 N Hurontario To 407 Park & Ride,,0,2841197,170034,1,1
17,26JN29-CPBlock-Sunday-13,29925245,17 N Hurontario To 407 Park & Ride,,0,2841180,170034,1,1
17,26JN29-CPBlock-Sunday-13,29925246,17 N Hurontario To 407 Park & Ride,,0,2841196,170034,1,1
17,26JN29-CPBlock-Sunday-13,29925247,17 N Hurontario To 407 Park & Ride,,0,2841197,170034,1,1
17,26JN29-CPBlock-Sunday-13,29925248,17 N Hurontario To 407 Park & Ride,,0,2841180,170034,1,1
17,26JN29-CPBlock-Sunday-13,29925249,17 N Hurontario To 407 Park & Ride,,0,2841196,170034,1,1
